v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,target
55,admin.,divorced,secondary,no,3524,yes,no,unknown,19,may,492,6,-1,0,unknown,0
31,technician,single,secondary,no,0,no,no,cellular,29,aug,213,4,-1,0,unknown,0
31,blue-collar,married,secondary,no,472,yes,no,unknown,13,may,907,2,-1,0,unknown,0
52,services,married,secondary,no,657,no,no,telephone,7,jul,398,2,460,2,failure,1
29,management,married,tertiary,no,1713,yes,no,cellular,4,feb,227,2,-1,0,unknown,0
32,admin.,single,secondary,no,1581,no,no,unknown,23,may,331,3,-1,0,unknown,0
46,services,divorced,secondary,no,-179,no,no,cellular,2,feb,151,1,214,2,failure,0
49,blue-collar,married,primary,no,130,no,no,unknown,30,may,139,2,-1,0,unknown,0
49,entrepreneur,married,secondary,no,89,yes,no,cellular,12,may,351,1,-1,0,unknown,0
58,blue-collar,divorced,secondary,no,644,no,yes,cellular,17,nov,220,4,109,4,failure,0
36,admin.,single,tertiary,no,918,yes,no,cellular,16,apr,127,2,-1,0,unknown,0
59,retired,married,unknown,no,1116,no,no,cellular,7,aug,149,2,99,1,failure,0
36,management,single,tertiary,no,0,yes,no,unknown,3,jun,174,1,-1,0,unknown,0
58,housemaid,married,primary,no,0,no,no,cellular,3,jun,334,3,79,3,other,0
47,blue-collar,married,secondary,no,0,yes,yes,cellular,19,nov,196,1,-1,0,unknown,0
39,technician,single,secondary,no,2321,no,yes,unknown,16,jun,203,2,-1,0,unknown,0
36,technician,married,tertiary,no,421,yes,no,cellular,13,may,793,5,-1,0,unknown,0
37,technician,married,tertiary,no,732,no,no,cellular,25,may,354,1,-1,0,unknown,0
34,admin.,single,secondary,no,934,no,no,cellular,18,jul,909,3,-1,0,unknown,0
33,management,single,tertiary,no,1021,no,no,cellular,2,feb,734,1,-1,0,unknown,0
29,unknown,single,secondary,no,923,no,no,cellular,26,may,333,1,-1,0,unknown,0
53,technician,divorced,tertiary,no,2228,no,no,cellular,17,nov,890,1,-1,0,unknown,1
36,management,divorced,tertiary,yes,20,no,yes,unknown,24,jun,62,5,-1,0,unknown,0
33,technician,single,tertiary,no,109,yes,yes,cellular,25,may,601,2,10,7,failure,1
58,unknown,single,secondary,no,311,no,no,unknown,6,jun,248,2,-1,0,unknown,0
58,blue-collar,married,secondary,no,842,no,no,cellular,12,aug,253,2,-1,0,unknown,0
31,admin.,single,secondary,no,0,no,no,cellular,17,apr,188,3,-1,0,unknown,1
24,management,single,tertiary,no,1030,no,no,cellular,4,mar,396,2,-1,0,unknown,1
59,retired,married,tertiary,no,538,no,no,cellular,18,nov,48,2,-1,0,unknown,0
39,management,married,tertiary,no,225,yes,no,cellular,20,nov,554,2,-1,0,unknown,0
60,management,married,secondary,no,164,no,yes,cellular,8,jul,171,1,-1,0,unknown,0
37,technician,divorced,secondary,no,1309,no,yes,unknown,30,jun,124,2,-1,0,unknown,0
20,student,single,unknown,no,829,no,no,cellular,27,jan,196,3,202,2,success,1
26,services,single,tertiary,no,1140,yes,no,cellular,6,feb,984,2,-1,0,unknown,1
34,management,married,primary,no,2200,no,no,cellular,20,nov,168,1,-1,0,unknown,0
37,blue-collar,married,primary,no,693,yes,no,unknown,7,may,327,3,-1,0,unknown,0
31,blue-collar,single,secondary,no,1415,yes,no,unknown,7,may,485,1,-1,0,unknown,0
30,management,married,secondary,yes,471,yes,no,cellular,26,aug,73,4,-1,0,unknown,0
35,self-employed,married,secondary,no,188,yes,yes,unknown,5,jun,1865,2,-1,0,unknown,1
36,blue-collar,married,secondary,no,-128,no,yes,telephone,14,jul,821,3,-1,0,unknown,0
50,unemployed,single,tertiary,no,0,yes,no,cellular,6,aug,102,2,-1,0,unknown,0
41,blue-collar,married,primary,no,-204,yes,yes,unknown,6,jun,42,1,-1,0,unknown,0
44,management,divorced,tertiary,no,5773,no,no,unknown,23,may,597,6,-1,0,unknown,1
62,retired,married,secondary,no,569,no,no,cellular,4,aug,288,1,1,8,success,1
56,management,married,secondary,no,1928,no,no,cellular,16,mar,61,6,115,4,failure,0
43,admin.,married,secondary,no,877,yes,no,cellular,2,feb,135,1,-1,0,unknown,0
43,technician,single,tertiary,no,1017,yes,no,unknown,19,may,257,2,-1,0,unknown,0
42,management,married,secondary,no,2608,yes,no,unknown,29,may,201,1,-1,0,unknown,0
49,management,divorced,tertiary,no,178,no,no,cellular,6,aug,174,2,-1,0,unknown,0
51,entrepreneur,married,tertiary,yes,4,yes,no,cellular,18,nov,80,1,-1,0,unknown,0
84,retired,married,secondary,no,81204,no,no,telephone,28,dec,679,1,313,2,other,1
49,management,married,tertiary,no,2139,no,no,cellular,5,aug,278,1,-1,0,unknown,0
35,admin.,married,tertiary,no,221,yes,yes,cellular,3,feb,142,2,-1,0,unknown,0
60,management,divorced,tertiary,no,581,yes,no,cellular,8,aug,89,2,-1,0,unknown,0
50,unemployed,married,secondary,no,193,yes,no,unknown,18,jun,305,6,-1,0,unknown,0
34,technician,single,tertiary,no,362,yes,no,cellular,21,nov,15,2,-1,0,unknown,0
40,technician,single,secondary,no,282,yes,no,cellular,14,aug,70,4,-1,0,unknown,0
31,blue-collar,married,primary,no,1127,yes,no,telephone,13,may,43,1,349,1,failure,0
33,management,single,secondary,no,-85,yes,no,cellular,18,jul,96,1,-1,0,unknown,0
47,blue-collar,divorced,secondary,no,25,yes,no,cellular,7,may,166,1,-1,0,unknown,0
47,technician,married,secondary,no,912,no,no,cellular,21,nov,1036,2,-1,0,unknown,0
36,admin.,married,tertiary,no,0,no,no,cellular,25,nov,106,1,205,2,other,0
29,technician,single,secondary,no,544,yes,no,unknown,13,may,360,1,-1,0,unknown,0
54,blue-collar,married,secondary,no,5210,yes,yes,unknown,30,may,123,4,-1,0,unknown,0
29,management,married,tertiary,no,20,yes,no,cellular,12,may,418,1,-1,0,unknown,0
33,admin.,married,secondary,no,0,yes,no,cellular,15,jul,120,6,-1,0,unknown,0
34,management,married,tertiary,no,0,yes,no,unknown,21,may,88,2,-1,0,unknown,0
24,management,single,tertiary,no,1004,yes,no,cellular,5,jun,133,1,67,2,failure,0
34,technician,single,secondary,no,2583,no,no,cellular,28,aug,64,1,95,2,failure,0
31,technician,married,secondary,no,-302,no,no,cellular,13,aug,195,2,-1,0,unknown,0
51,admin.,married,secondary,no,4178,yes,no,unknown,30,may,556,1,-1,0,unknown,0
40,management,single,tertiary,no,2784,yes,no,unknown,19,may,181,1,-1,0,unknown,0
32,blue-collar,married,secondary,no,333,yes,no,cellular,8,may,501,2,-1,0,unknown,1
36,blue-collar,married,primary,no,-255,yes,yes,unknown,16,jun,187,2,-1,0,unknown,0
52,management,married,tertiary,no,-11,yes,no,cellular,11,may,94,4,-1,0,unknown,0
36,self-employed,married,tertiary,no,682,yes,no,unknown,20,jun,13,10,-1,0,unknown,0
34,management,single,tertiary,no,-64,yes,yes,cellular,28,aug,693,7,-1,0,unknown,0
32,services,married,secondary,no,2796,yes,no,unknown,3,jun,143,8,-1,0,unknown,0
32,services,married,secondary,no,252,yes,yes,cellular,25,jul,148,4,-1,0,unknown,0
44,management,married,tertiary,no,2283,yes,yes,unknown,18,jun,81,2,-1,0,unknown,0
35,management,divorced,tertiary,no,6997,yes,no,cellular,9,jul,1121,1,-1,0,unknown,1
40,technician,single,secondary,no,34,no,no,cellular,20,aug,66,3,-1,0,unknown,0
45,management,single,tertiary,no,2532,no,no,cellular,29,jul,64,6,-1,0,unknown,0
31,blue-collar,married,primary,no,240,yes,yes,cellular,11,may,254,2,-1,0,unknown,0
38,services,single,secondary,no,91,no,no,cellular,2,mar,207,1,-1,0,unknown,1
28,blue-collar,single,primary,no,442,no,no,cellular,30,jan,157,2,-1,0,unknown,0
40,management,married,tertiary,no,409,no,no,cellular,19,aug,111,2,-1,0,unknown,0
55,retired,divorced,tertiary,no,-458,yes,no,cellular,23,jul,1331,3,-1,0,unknown,0
50,self-employed,married,unknown,no,-84,yes,no,unknown,6,may,101,1,-1,0,unknown,0
52,entrepreneur,married,tertiary,yes,-468,no,no,cellular,8,jul,534,1,-1,0,unknown,1
30,blue-collar,single,secondary,no,-93,yes,no,unknown,27,may,149,2,-1,0,unknown,0
63,technician,married,secondary,no,896,yes,no,cellular,14,aug,276,2,-1,0,unknown,1
42,blue-collar,married,primary,no,984,yes,no,unknown,29,may,109,1,-1,0,unknown,0
35,technician,married,secondary,no,198,no,no,cellular,27,aug,282,13,-1,0,unknown,0
53,technician,married,secondary,no,1738,no,yes,cellular,21,nov,168,2,-1,0,unknown,0
35,blue-collar,married,unknown,no,1084,yes,no,cellular,10,jul,1019,1,-1,0,unknown,0
40,management,married,tertiary,no,8963,no,no,cellular,3,jun,203,2,-1,0,unknown,0
53,blue-collar,married,primary,no,238,yes,no,cellular,11,may,238,2,361,5,failure,0
37,blue-collar,married,secondary,no,-251,yes,no,cellular,12,may,146,3,370,1,failure,0
33,technician,married,secondary,no,58,yes,no,telephone,29,aug,57,2,-1,0,unknown,0
76,retired,divorced,primary,no,2693,no,no,cellular,23,apr,109,5,184,2,success,0
34,blue-collar,single,secondary,no,47,yes,no,cellular,14,apr,232,1,147,2,failure,0
38,blue-collar,married,secondary,no,360,yes,no,unknown,14,may,220,2,-1,0,unknown,0
49,technician,married,secondary,no,4785,no,no,unknown,12,may,160,4,-1,0,unknown,0
35,blue-collar,single,secondary,no,448,no,yes,cellular,20,nov,1031,6,-1,0,unknown,0
48,unemployed,married,secondary,no,0,no,no,cellular,18,aug,195,3,-1,0,unknown,0
41,admin.,single,secondary,no,621,yes,no,telephone,19,nov,111,1,-1,0,unknown,0
24,student,single,unknown,no,839,no,no,cellular,1,jun,65,1,-1,0,unknown,0
65,admin.,married,secondary,no,11240,yes,no,telephone,28,oct,149,1,-1,0,unknown,0
38,services,divorced,secondary,no,904,yes,no,cellular,16,apr,361,1,339,1,failure,0
38,admin.,single,secondary,no,3239,no,no,unknown,5,jun,817,2,-1,0,unknown,1
42,unknown,single,unknown,yes,61,no,no,unknown,20,jun,115,1,-1,0,unknown,0
29,services,married,tertiary,no,6,yes,no,unknown,28,may,143,2,-1,0,unknown,0
40,self-employed,married,primary,no,771,yes,no,unknown,14,may,166,1,-1,0,unknown,0
45,housemaid,married,primary,no,1100,no,no,unknown,9,jun,331,6,-1,0,unknown,0
57,housemaid,married,secondary,no,0,no,no,cellular,17,nov,56,1,-1,0,unknown,0
30,management,single,tertiary,no,0,no,no,cellular,28,aug,62,7,-1,0,unknown,0
49,blue-collar,married,primary,no,1050,yes,no,unknown,18,jun,84,5,-1,0,unknown,0
27,technician,married,secondary,no,1577,yes,yes,unknown,28,may,266,2,-1,0,unknown,0
24,admin.,single,secondary,no,-386,yes,no,cellular,5,may,180,1,-1,0,unknown,0
35,entrepreneur,married,tertiary,no,512,yes,no,unknown,30,may,659,1,-1,0,unknown,0
35,blue-collar,married,primary,no,690,yes,no,unknown,26,may,880,3,-1,0,unknown,0
34,housemaid,single,primary,no,443,no,no,cellular,30,jan,10,1,2,1,other,0
34,blue-collar,married,primary,no,251,yes,yes,cellular,24,jul,15,3,-1,0,unknown,0
55,management,married,tertiary,no,655,no,no,cellular,28,jul,167,6,-1,0,unknown,0
45,technician,married,tertiary,no,0,no,no,cellular,21,aug,103,2,-1,0,unknown,0
58,technician,divorced,secondary,no,2270,no,no,unknown,20,jun,24,4,-1,0,unknown,0
36,unemployed,divorced,secondary,no,1366,no,yes,cellular,2,feb,131,1,-1,0,unknown,0
29,admin.,married,secondary,no,1,yes,no,cellular,15,jul,56,3,-1,0,unknown,0
22,management,single,tertiary,no,374,yes,no,cellular,13,may,158,5,-1,0,unknown,0
26,blue-collar,married,secondary,no,0,yes,yes,telephone,30,jul,51,20,-1,0,unknown,0
32,technician,single,secondary,no,0,no,no,cellular,22,aug,114,2,-1,0,unknown,0
57,blue-collar,married,primary,no,2892,yes,no,unknown,4,jun,235,5,-1,0,unknown,0
54,admin.,married,secondary,no,1239,no,no,cellular,19,nov,200,1,-1,0,unknown,0
54,services,married,secondary,yes,0,yes,no,unknown,6,may,138,3,-1,0,unknown,0
40,blue-collar,married,secondary,no,-605,yes,yes,cellular,21,nov,79,1,171,1,failure,0
57,technician,married,secondary,no,272,no,yes,telephone,22,jul,563,1,-1,0,unknown,0
46,technician,married,tertiary,no,841,yes,no,unknown,6,may,158,1,-1,0,unknown,0
57,management,married,tertiary,no,17118,yes,no,cellular,21,nov,102,1,-1,0,unknown,0
33,management,single,tertiary,no,726,no,no,cellular,28,jan,219,1,-1,0,unknown,0
35,blue-collar,divorced,primary,no,1792,yes,no,cellular,31,jul,630,6,-1,0,unknown,1
31,blue-collar,single,tertiary,no,60,yes,yes,unknown,6,may,389,1,-1,0,unknown,0
31,self-employed,single,tertiary,no,283,no,no,cellular,1,jun,134,1,-1,0,unknown,0
51,technician,divorced,secondary,no,107,no,no,unknown,19,jun,593,1,-1,0,unknown,0
40,management,married,tertiary,no,-1737,yes,yes,cellular,31,jul,249,4,-1,0,unknown,0
60,technician,married,unknown,no,148,yes,no,unknown,19,may,148,1,-1,0,unknown,0
39,admin.,single,secondary,no,6512,no,no,unknown,20,jun,16,6,-1,0,unknown,0
74,retired,divorced,primary,no,29080,no,no,cellular,30,jun,301,5,93,4,other,1
60,management,married,unknown,no,6313,no,no,unknown,19,jun,39,2,-1,0,unknown,0
25,technician,single,secondary,no,938,no,no,cellular,1,jun,1048,1,-1,0,unknown,1
48,technician,married,unknown,no,2106,yes,no,cellular,17,nov,499,2,195,1,failure,0
28,management,single,tertiary,no,616,yes,no,cellular,7,oct,116,1,503,2,success,0
44,admin.,married,secondary,yes,0,no,yes,unknown,30,jun,76,3,-1,0,unknown,0
34,entrepreneur,married,primary,no,1188,yes,no,cellular,18,jul,1503,11,-1,0,unknown,0
43,services,divorced,secondary,no,0,yes,no,unknown,6,may,125,2,-1,0,unknown,0
54,admin.,married,secondary,no,42,yes,no,unknown,12,may,192,2,-1,0,unknown,0
38,services,single,secondary,no,895,yes,no,cellular,12,may,1531,1,-1,0,unknown,1
30,management,married,tertiary,no,107,yes,yes,cellular,18,jul,263,1,-1,0,unknown,0
32,admin.,married,secondary,no,280,yes,no,cellular,18,jul,59,4,-1,0,unknown,0
39,services,married,tertiary,no,0,no,no,cellular,17,apr,486,2,-1,0,unknown,0
59,technician,married,unknown,no,1471,no,no,telephone,31,jul,7,3,-1,0,unknown,0
32,blue-collar,divorced,secondary,no,-289,yes,yes,cellular,21,jul,808,5,-1,0,unknown,0
42,entrepreneur,married,secondary,no,215,yes,yes,cellular,21,nov,158,1,-1,0,unknown,0
52,management,married,tertiary,no,-1112,yes,no,cellular,9,jul,94,1,-1,0,unknown,0
30,services,married,secondary,no,249,yes,no,cellular,17,apr,294,1,275,2,failure,0
31,student,single,unknown,no,2144,yes,no,cellular,19,nov,282,2,-1,0,unknown,0
49,technician,single,secondary,no,74,yes,no,unknown,30,may,130,1,-1,0,unknown,0
38,admin.,married,tertiary,no,342,yes,no,unknown,4,jun,1138,1,-1,0,unknown,0
38,admin.,single,secondary,no,-211,no,yes,cellular,31,jul,166,2,-1,0,unknown,0
50,blue-collar,married,primary,no,280,yes,no,unknown,18,jun,61,23,-1,0,unknown,0
48,admin.,married,secondary,no,719,yes,no,cellular,9,jul,205,1,-1,0,unknown,0
35,entrepreneur,single,tertiary,no,-68,yes,yes,unknown,15,may,203,4,-1,0,unknown,0
43,management,married,tertiary,no,0,no,no,unknown,16,jun,46,1,-1,0,unknown,0
41,self-employed,divorced,tertiary,no,4717,yes,no,cellular,19,nov,182,2,-1,0,unknown,0
53,management,divorced,tertiary,no,3158,no,no,cellular,31,jul,126,23,-1,0,unknown,0
42,management,married,tertiary,no,176,yes,no,cellular,23,jul,123,1,-1,0,unknown,0
29,management,single,tertiary,no,1952,yes,no,unknown,14,may,354,1,-1,0,unknown,0
42,self-employed,married,secondary,no,105,no,no,cellular,27,aug,85,4,-1,0,unknown,0
28,unemployed,married,secondary,no,687,no,no,cellular,13,jan,113,3,33,2,other,0
57,services,married,secondary,no,140,yes,no,cellular,9,jul,143,1,-1,0,unknown,0
30,self-employed,married,tertiary,no,163,yes,no,cellular,18,may,149,1,362,8,other,0
33,management,single,tertiary,no,5945,yes,no,cellular,19,nov,190,1,-1,0,unknown,0
52,blue-collar,married,primary,no,2091,no,no,cellular,6,aug,181,2,-1,0,unknown,0
30,services,single,secondary,no,-97,yes,no,unknown,4,jun,126,2,-1,0,unknown,0
31,self-employed,married,tertiary,no,3,yes,no,cellular,29,jul,215,4,-1,0,unknown,0
35,blue-collar,married,primary,no,0,yes,yes,cellular,2,feb,698,2,271,2,other,0
45,management,married,tertiary,no,1433,no,no,cellular,14,aug,117,1,-1,0,unknown,0
58,unemployed,divorced,secondary,no,7798,no,no,unknown,18,jun,247,5,-1,0,unknown,0
59,unknown,married,unknown,no,3940,no,no,unknown,5,jun,48,2,-1,0,unknown,0
45,admin.,married,secondary,no,0,no,no,cellular,19,aug,145,10,-1,0,unknown,0
36,self-employed,married,secondary,no,611,no,no,cellular,11,jul,126,2,-1,0,unknown,0
28,management,single,tertiary,no,21,yes,no,unknown,8,may,219,3,-1,0,unknown,0
31,admin.,single,secondary,no,1801,yes,no,cellular,12,may,306,1,-1,0,unknown,0
29,admin.,single,secondary,no,43,yes,no,unknown,9,may,179,2,-1,0,unknown,0
45,blue-collar,married,secondary,no,9680,no,no,cellular,7,aug,89,4,-1,0,unknown,0
29,entrepreneur,married,secondary,no,0,yes,no,unknown,19,jun,211,1,-1,0,unknown,0
60,management,married,secondary,no,0,no,no,telephone,22,feb,230,2,126,6,failure,0
43,technician,divorced,secondary,no,64,yes,no,cellular,14,aug,55,2,-1,0,unknown,0
53,technician,married,secondary,no,428,no,no,cellular,19,aug,609,4,-1,0,unknown,0
28,blue-collar,married,secondary,no,519,yes,yes,cellular,14,may,311,1,-1,0,unknown,0
45,technician,married,secondary,no,1348,no,yes,cellular,1,apr,358,2,-1,0,unknown,1
33,management,married,tertiary,no,81,yes,no,cellular,22,may,104,1,186,1,failure,0
44,management,married,tertiary,no,0,no,no,cellular,8,jul,54,2,-1,0,unknown,0
41,blue-collar,married,secondary,no,926,yes,no,cellular,11,may,306,2,347,1,other,0
31,management,married,tertiary,no,197,yes,no,cellular,2,feb,105,1,-1,0,unknown,0
31,technician,single,secondary,no,2088,no,no,cellular,9,feb,15,14,-1,0,unknown,0
40,services,divorced,secondary,no,1927,yes,no,unknown,15,may,62,1,-1,0,unknown,0
33,management,married,tertiary,no,1195,yes,no,telephone,13,may,355,4,-1,0,unknown,0
31,housemaid,married,primary,no,2603,yes,no,cellular,18,nov,224,1,-1,0,unknown,0
38,management,married,tertiary,no,-34,yes,no,cellular,7,aug,131,2,-1,0,unknown,0
38,services,married,secondary,yes,-242,yes,yes,unknown,20,may,236,2,-1,0,unknown,0
29,admin.,single,secondary,no,2,no,no,cellular,4,nov,85,1,142,1,failure,0
49,admin.,divorced,secondary,no,1180,no,no,cellular,27,jul,139,2,181,4,success,0
53,management,married,secondary,no,478,yes,no,cellular,2,feb,66,1,264,2,failure,0
35,management,married,tertiary,no,-196,yes,no,cellular,22,jul,216,2,-1,0,unknown,0
33,blue-collar,married,secondary,no,36,yes,no,unknown,4,jun,36,4,-1,0,unknown,0
52,blue-collar,married,primary,no,-27,no,no,cellular,28,aug,51,8,-1,0,unknown,0
51,admin.,married,secondary,no,255,no,no,cellular,29,aug,158,2,-1,0,unknown,0
40,entrepreneur,married,secondary,no,1349,no,no,cellular,20,nov,82,3,-1,0,unknown,0
51,housemaid,married,tertiary,no,6700,yes,yes,cellular,20,apr,64,4,-1,0,unknown,0
36,management,divorced,tertiary,no,608,no,no,cellular,26,aug,125,2,-1,0,unknown,0
34,management,single,tertiary,no,2646,no,no,cellular,14,apr,142,1,-1,0,unknown,1
31,admin.,married,secondary,no,389,yes,no,cellular,7,dec,69,1,185,2,failure,0
56,self-employed,divorced,secondary,no,0,no,no,cellular,18,nov,348,1,-1,0,unknown,0
51,management,divorced,tertiary,no,45,no,no,cellular,19,aug,95,4,-1,0,unknown,0
39,management,married,tertiary,no,0,yes,yes,cellular,17,jul,301,1,-1,0,unknown,0
52,blue-collar,married,secondary,no,305,no,no,cellular,28,aug,26,26,-1,0,unknown,0
46,admin.,married,secondary,no,186,yes,no,cellular,11,may,643,2,-1,0,unknown,0
45,admin.,married,secondary,no,985,yes,no,unknown,13,may,390,1,-1,0,unknown,0
49,services,married,secondary,no,3554,no,no,cellular,4,aug,39,1,-1,0,unknown,0
40,blue-collar,divorced,secondary,no,973,no,no,cellular,14,may,449,1,-1,0,unknown,1
29,admin.,single,secondary,no,768,yes,no,cellular,24,jul,119,5,-1,0,unknown,0
35,technician,married,secondary,no,-255,yes,no,cellular,13,may,196,3,265,2,failure,0
32,self-employed,married,primary,no,102,yes,no,cellular,18,jul,560,1,-1,0,unknown,1
43,technician,single,secondary,no,33,yes,no,unknown,27,may,93,10,-1,0,unknown,0
47,blue-collar,married,primary,no,254,no,yes,cellular,8,aug,492,3,-1,0,unknown,0
33,blue-collar,married,secondary,no,3259,yes,no,unknown,20,may,182,1,-1,0,unknown,0
40,technician,married,secondary,no,56,yes,yes,cellular,29,jan,194,1,247,1,failure,0
41,management,married,secondary,no,41,yes,no,cellular,8,may,177,2,364,6,other,0
48,blue-collar,married,secondary,no,113,yes,no,cellular,16,apr,255,2,318,5,other,0
58,technician,divorced,secondary,no,-354,yes,yes,cellular,7,jul,98,1,-1,0,unknown,0
36,admin.,married,tertiary,no,1145,yes,no,cellular,29,sep,75,1,239,2,failure,0
35,blue-collar,married,secondary,no,1160,no,yes,telephone,19,nov,62,1,-1,0,unknown,0
31,services,married,secondary,yes,-158,yes,no,cellular,21,nov,214,2,-1,0,unknown,0
31,unemployed,single,secondary,no,199,yes,no,unknown,16,may,86,1,-1,0,unknown,0
57,management,married,secondary,no,657,yes,no,telephone,11,may,20,5,-1,0,unknown,0
78,retired,married,unknown,no,38,no,no,telephone,4,aug,156,1,1,3,other,0
48,blue-collar,married,secondary,no,3008,yes,yes,cellular,18,nov,163,1,187,3,failure,0
61,retired,married,primary,no,2686,no,no,telephone,22,oct,84,3,-1,0,unknown,0
49,technician,single,secondary,no,-120,yes,yes,cellular,9,jul,100,5,-1,0,unknown,0
26,blue-collar,married,secondary,no,800,yes,no,unknown,15,may,219,1,-1,0,unknown,0
33,management,single,tertiary,no,3623,no,no,cellular,14,aug,107,2,-1,0,unknown,0
51,blue-collar,married,primary,no,354,yes,no,cellular,14,may,276,2,344,1,other,0
43,admin.,single,secondary,no,6,no,no,unknown,16,may,244,1,-1,0,unknown,0
48,admin.,married,secondary,no,3754,yes,no,unknown,6,may,249,3,-1,0,unknown,0
48,services,married,secondary,no,116,yes,no,telephone,20,apr,70,4,-1,0,unknown,0
31,technician,single,secondary,no,656,yes,no,cellular,7,may,158,1,275,1,other,0
51,management,married,secondary,no,335,no,no,cellular,22,apr,234,1,-1,0,unknown,0
48,blue-collar,married,primary,no,490,yes,no,unknown,19,may,622,2,-1,0,unknown,0
56,admin.,divorced,secondary,no,3337,yes,no,telephone,17,nov,99,3,-1,0,unknown,0
46,admin.,divorced,secondary,no,-637,yes,no,cellular,8,may,218,1,172,1,failure,0
33,blue-collar,married,unknown,no,24,yes,no,cellular,14,may,535,1,-1,0,unknown,0
28,technician,single,tertiary,no,356,no,no,cellular,2,mar,76,2,-1,0,unknown,0
43,management,single,secondary,no,469,yes,no,cellular,17,nov,181,4,-1,0,unknown,0
46,management,divorced,secondary,no,177,no,no,cellular,20,aug,84,2,-1,0,unknown,0
34,management,single,tertiary,no,184,no,no,cellular,22,jul,203,4,-1,0,unknown,0
44,technician,divorced,secondary,no,303,yes,yes,unknown,3,jul,51,1,-1,0,unknown,0
35,blue-collar,single,primary,no,1277,yes,no,cellular,20,apr,143,4,-1,0,unknown,0
55,blue-collar,divorced,secondary,no,462,yes,no,cellular,20,apr,157,1,332,3,failure,0
46,technician,married,secondary,no,3434,no,yes,cellular,27,feb,115,1,-1,0,unknown,1
33,technician,married,secondary,no,430,no,no,cellular,25,aug,250,2,-1,0,unknown,0
32,services,married,secondary,no,-31,no,yes,telephone,30,jul,96,6,-1,0,unknown,0
60,housemaid,divorced,secondary,no,2063,no,no,cellular,21,aug,54,5,86,3,failure,0
30,services,married,secondary,no,311,yes,yes,unknown,5,jun,94,4,-1,0,unknown,0
40,blue-collar,married,secondary,no,-605,yes,yes,unknown,3,jun,143,1,-1,0,unknown,0
35,management,married,tertiary,no,1473,yes,no,cellular,20,apr,17,6,322,4,other,0
45,services,single,secondary,no,1378,yes,no,cellular,15,may,25,5,372,2,failure,0
38,technician,single,secondary,no,1788,no,no,cellular,8,aug,391,2,-1,0,unknown,0
28,unemployed,married,secondary,no,1,no,no,cellular,20,apr,128,1,-1,0,unknown,0
33,management,single,tertiary,no,1909,no,no,cellular,8,aug,191,2,-1,0,unknown,0
35,blue-collar,married,secondary,no,728,yes,no,unknown,12,jun,410,16,-1,0,unknown,0
29,services,single,tertiary,no,8947,yes,no,cellular,4,may,535,2,-1,0,unknown,0
41,services,divorced,secondary,yes,-198,no,yes,unknown,14,may,133,1,-1,0,unknown,0
38,technician,married,secondary,no,59,yes,no,unknown,19,may,18,1,-1,0,unknown,0
35,entrepreneur,married,tertiary,no,129,yes,no,cellular,20,apr,231,3,151,5,other,0
25,admin.,single,secondary,no,131,yes,yes,unknown,9,may,237,1,-1,0,unknown,0
30,management,single,tertiary,no,254,no,no,cellular,21,aug,202,1,-1,0,unknown,0
33,management,single,tertiary,no,62,yes,no,cellular,18,may,473,3,-1,0,unknown,1
60,blue-collar,married,unknown,no,104,yes,no,unknown,5,may,22,1,-1,0,unknown,0
46,blue-collar,married,secondary,no,853,no,no,cellular,11,jul,1187,3,-1,0,unknown,0
39,technician,single,secondary,no,822,yes,yes,unknown,29,may,164,3,-1,0,unknown,0
47,self-employed,married,secondary,no,523,no,no,unknown,20,jul,7,1,-1,0,unknown,0
44,blue-collar,married,secondary,no,-182,yes,yes,cellular,14,may,10,10,-1,0,unknown,0
49,technician,married,secondary,no,997,no,no,unknown,18,jun,118,1,-1,0,unknown,0
51,blue-collar,married,secondary,no,1414,yes,no,unknown,15,may,241,2,-1,0,unknown,0
46,technician,married,secondary,no,159,no,yes,cellular,11,aug,139,4,-1,0,unknown,0
30,management,married,tertiary,no,860,yes,no,cellular,20,apr,185,1,-1,0,unknown,0
19,student,single,unknown,no,779,no,no,cellular,1,apr,184,4,-1,0,unknown,1
50,admin.,married,secondary,no,350,no,no,cellular,5,aug,66,2,-1,0,unknown,0
39,blue-collar,divorced,primary,yes,-294,yes,no,unknown,5,jun,181,2,-1,0,unknown,0
59,management,married,primary,no,3694,yes,no,unknown,5,jun,21,10,-1,0,unknown,0
42,blue-collar,married,secondary,no,865,no,yes,unknown,5,jun,81,1,-1,0,unknown,0
71,retired,divorced,primary,no,1729,no,no,cellular,17,nov,456,2,-1,0,unknown,1
52,unemployed,married,secondary,no,1416,no,no,cellular,10,mar,436,2,182,1,success,1
45,technician,single,tertiary,no,302,yes,no,cellular,21,nov,22,2,154,4,failure,0
34,blue-collar,married,secondary,no,130,no,yes,cellular,21,jul,156,1,-1,0,unknown,0
48,management,married,tertiary,no,0,no,no,cellular,28,aug,16,16,-1,0,unknown,0
29,management,divorced,tertiary,no,415,yes,yes,unknown,28,may,449,4,-1,0,unknown,0
35,admin.,married,secondary,no,-488,yes,no,unknown,2,jun,97,4,-1,0,unknown,0
41,unemployed,married,tertiary,no,0,no,no,cellular,30,oct,373,3,-1,0,unknown,1
39,housemaid,married,tertiary,no,2990,no,no,telephone,30,apr,127,4,-1,0,unknown,0
